,District,Year,Disease,Number.Cases,Incidence.Rate,Prevalence,Number.Deaths,Mortality.Rates,population,prec_mean,CropRainfed.n.patches,Herbaceous.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,Shrub.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,Herbaceous.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,Shrub.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,Herbaceous.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,Shrub.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,SparseVeg.n.patches,SparseVeg.total.area,SparseVeg.patch.density,CropIrrigate.n.patches,MosTreeHerb.n.patches,ShrubEvg.n.patches,Grass.n.patches,CropIrrigate.total.area,MosTreeHerb.total.area,ShrubEvg.total.area,Grass.total.area,CropIrrigate.patch.density,MosTreeHerb.patch.density,ShrubEvg.patch.density,Grass.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,SMR
210,Kunak,2008,malaria,147,25.4,0.002420351,0,0,60735,7.844531573,20,1,118,133,123,36,0,10,21,3,37,1953.513254,28.58949523,6317.951702,15370.95116,9005.316335,72243.60705,0,295.3715491,4144.884244,123.8872605,1324.495656,0.000180491,9.02E-06,0.0010649,0.001200268,0.001110022,0.000324885,0,9.02E-05,0.000189516,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.806389735
211,Lahad Datu,2008,malaria,395,19.8,0.001988012,0,0,198691,8.017275649,50,24,370,381,408,104,0,48,49,15,125,4323.808583,1152.477951,28693.95796,50629.73516,26106.01517,522179.3006,0,1847.952542,14040.81415,885.8154246,2028.934786,7.67E-05,3.68E-05,0.000567581,0.000584455,0.000625874,0.000159536,0,7.36E-05,7.52E-05,2.30E-05,0.00019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483720366
212,Nabawan,2008,malaria,221,79.1,0.007151132,1,0.5,30904.2,9.120435748,11,21,15,223,250,37,6,38,0,0,0,266.7348364,1228.73015,238.2931383,17502.71131,34870.89362,560057.3869,533.3639558,962.6031054,0,0,0,1.79E-05,3.41E-05,2.44E-05,0.000362212,0.000406068,6.01E-05,9.75E-06,6.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.337131775
213,Papar,2008,malaria,8,0.7,6.60E-05,0,0,121237.4,8.141883894,47,23,9,109,97,43,0,20,13,28,27,3805.818608,761.165122,466.3192792,10086.56248,16320.51014,88210.04366,0,780.1830125,1607.879161,1531.699945,390.0908596,0.000378776,0.000185358,7.25E-05,0.000878437,0.000781729,0.00034654,0,0.000161181,0.000104768,0.000225654,0.000217595,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.049247766
214,Penampang,2008,malaria,45,2.4,0.00038118,0,0,118054.6,7.765195564,22,22,0,31,26,6,0,0,3,7,1,798.9142407,836.9728752,0,2434.828882,1141.359669,38087.19362,0,0,47.55495079,2643.993,57.06459675,0.000477764,0.000477764,0,0.000673212,0.00056463,0.000130299,0,0,6.51E-05,0.000152016,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284487218
215,Pitas,2008,malaria,113,29.7,0.002989956,0,0,37793.2,9.157097335,28,13,0,139,196,48,3,148,63,4,108,731.0708599,930.5026272,0,9134.934037,15887.82874,97836.62092,132.8729957,7310.318777,22301.75227,132.9537487,3474.870663,0.000177357,8.23E-05,0,0.00088045,0.001241499,0.00030404,1.90E-05,0.000937458,0.000399053,2.53E-05,0.000684091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.231505366
216,Putatan,2008,malaria,0,0,0,0,0,54767.4,7.765195564,11,5,0,6,4,2,0,0,0,2,3,256.8072382,209.2508013,0,494.600054,95.11637021,313.8902064,0,0,0,1217.451365,66.58057841,0.004145161,0.001884164,0,0.002260997,0.001507331,0.000753666,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Ranau,2008,malaria,374,38.8,0.004086038,1,0.3,91531.2,7.891018508,39,29,6,223,164,44,2,9,1,10,0,1578.671422,2434.502859,190.178811,20456.35907,50470.38228,285566.6661,104.5935155,732.3190382,9.512870671,1112.561935,0,0.000107391,7.99E-05,1.65E-05,0.000614055,0.000451592,0.000121159,5.51E-06,2.48E-05,2.75E-06,2.75E-05,0,5,171.1568359,1.38E-05,1,5,0,1,19.01762233,190.1659261,0,9.507980083,2.75E-06,1.38E-05,0,2.75E-06,3,114.0991437,8.26E-06,3.049548915
218,Sandakan,2008,malaria,45,0.9,0.000112212,0,0,401028,10.40754221,56,23,192,194,195,111,1,80,57,26,228,1731.222227,2025.966184,14032.53345,24676.4937,10768.60486,106575.5134,57.0441847,3158.045211,56115.68949,2539.683469,4660.826076,0.000247362,0.000101595,0.000848097,0.000856931,0.000861349,0.000490306,4.42E-06,0.000353374,0.000251779,0.000114846,0.001007115,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.083747331
219,Semporna,2008,malaria,195,15.6,0.001462951,0,0,133292.2,7.72613511,39,12,97,133,148,91,0,31,84,3,220,3021.781187,571.9663685,5786.174422,18274.20508,8617.586558,54991.71152,0,743.4602605,17510.17211,247.8478526,7472.948784,0.00033263,0.000102348,0.000827311,0.001134354,0.001262288,0.000776137,0,0.000264398,0.000716434,2.56E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091850137
220,Sipitang,2008,malaria,86,24.9,0.002475404,0,0,34741.8,9.68915627,14,10,9,115,138,21,0,88,36,6,16,771.6717899,247.755865,324.0219204,9088.035532,12946.73279,246704.3356,0,4382.651405,3962.272491,266.7046871,390.4923104,5.01E-05,3.58E-05,3.22E-05,0.00041185,0.000494221,7.52E-05,0,0.000315155,0.000128927,2.15E-05,5.73E-05,3,114.3224681,1.07E-05,1,0,0,0,9.52485721,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,1.847478076
221,Tambunan,2008,malaria,68,18.1,0.001948625,0,0,34896.4,7.378782975,12,9,2,86,75,18,0,3,0,5,0,1351.102352,989.5293147,38.0525047,6184.736441,12656.29894,120456.4711,0,66.6041619,0,85.63123578,0,8.46E-05,6.34E-05,1.41E-05,0.000606122,0.000528595,0.000126863,0,2.11E-05,0,3.52E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454324914
222,Tawau,2008,malaria,891,24.1,0.002258893,3,0.3,394441,7.705674197,111,89,220,482,464,277,0,48,42,27,237,3813.572775,3622.689071,16120.39047,97807.37489,111006.6258,313895.084,0,1601.714854,39149.11121,3137.071839,6254.708291,0.00018609,0.000149208,0.000368828,0.000808068,0.000777891,0.000464387,0,8.05E-05,7.04E-05,4.53E-05,0.000397328,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,1.685888354
223,Tenom,2008,malaria,45,8.2,0.000818953,0,0,54948.2,8.865591271,12,15,25,123,123,49,0,15,4,6,0,295.2784362,752.3919165,1571.481922,13334.20554,36965.32839,177771.3652,0,419.1356153,152.373324,238.0624788,0,5.18E-05,6.48E-05,0.000107992,0.000531318,0.000531318,0.000211663,0,6.48E-05,1.73E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611212463
224,Tongod,2008,malaria,0,0,0,0,0,33961.2,8.202425677,23,38,86,480,458,116,6,188,3,2,0,771.2432274,790.5111111,6435.047213,49332.30198,101239.4164,867648.8076,561.9414476,9188.998076,85.6961263,19.04285133,0,2.22E-05,3.67E-05,8.30E-05,0.000463288,0.000442054,0.000111961,5.79E-06,0.000181454,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Tuaran,2008,malaria,17,1.7,0.000167747,1,5.9,101342.8,7.988930392,50,29,1,114,136,30,0,8,16,49,38,2946.932421,1720.635515,19.02277187,9060.359367,10781.70012,86450.44982,0,209.1105604,5142.507411,1682.69301,560.8398958,0.000421002,0.000244181,8.42E-06,0.000959884,0.001145125,0.000252601,0,6.74E-05,0.000134721,0.000412582,0.000319961,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.125195633
226,Beaufort,2009,malaria,38,4.9,0.000573663,0,0,66241,7.430200102,36,16,11,186,169,113,1,66,45,13,30,2046.588982,1161.385796,475.9737743,29702.34637,41155.00325,74404.71266,38.07865457,5045.652238,13339.58963,390.3364561,485.6164728,0.000213973,9.51E-05,6.54E-05,0.001105529,0.001004486,0.000671638,5.94E-06,0.000392284,0.000267467,7.73E-05,0.000178311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450232502
227,Beluran,2009,malaria,190,20.7,0.001826537,1,0.5,104022,10.68194241,83,94,326,589,756,319,31,279,111,21,339,3688.274214,4972.372204,27083.16724,126131.7652,102926.7076,455161.0141,1520.706116,12036.28865,84512.56746,1320.836873,6948.435684,0.000100444,0.000113756,0.000394515,0.00071279,0.000914888,0.000386044,3.75E-05,0.000337637,0.000134329,2.54E-05,0.000410247,1,28.51929474,1.21E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433535751
228,Keningau,2009,malaria,163,6.9,0.000928942,1,0.6,175468.4,5.472582743,69,64,38,260,120,151,17,14,0,36,0,2418.442112,11015.54188,6171.309687,58150.50636,115832.5431,117956.1589,2561.397035,438.080609,0,980.7646998,0,0.000218683,0.000202837,0.000120434,0.000824024,0.000380319,0.000478568,5.39E-05,4.44E-05,0,0.000114096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729069307
229,Kinabatangan,2009,malaria,579,30.1,0.003993299,4,0.7,144992.9,8.39693076,146,26,539,379,494,204,0,170,83,19,213,11175.56237,1066.03469,41245.86697,64157.04443,35531.8643,511474.7416,0,16074.90142,73536.58784,561.5426386,7489.568179,0.000191522,3.41E-05,0.000707058,0.000497171,0.000648027,0.000267606,0,0.000223005,0.000108879,2.49E-05,0.000279413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.134093542
230,Kota Belud,2009,malaria,40,4.5,0.000437547,0,0,91418.8,7.544029264,52,37,1,92,148,38,6,20,23,18,49,8210.16615,2537.15557,19.01776766,16877.54032,14483.70203,86990.00759,104.5524345,703.1371511,2736.347713,513.175917,883.6137349,0.000385512,0.000274307,7.41E-06,0.00068206,0.001097226,0.00028172,4.45E-05,0.000148274,0.000170515,0.000133446,0.000363271,5,161.5957902,3.71E-05,4,10,1,1,114.0660579,484.9167249,38.03177387,28.52369668,2.97E-05,7.41E-05,7.41E-06,7.41E-06,0,0,0,0.343403409
231,Kota Kinabalu,2009,malaria,160,2.8,0.000352523,1,0.6,453871.4,7.077653642,80,43,0,46,43,24,1,1,15,26,43,2101.421039,751.1845731,0,2614.949863,3023.777729,17183.92869,142.5875803,19.0151247,1721.064075,8719.839003,675.0889955,0.002162695,0.001162448,0,0.001243549,0.001162448,0.000648808,2.70E-05,2.70E-05,0.000405505,0.000702876,0.001162448,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.276673327
232,Kota Marudu,2009,malaria,192,23.8,0.002839216,0,0,67624.3,7.617061732,21,21,1,103,123,25,0,22,5,5,28,2432.112107,950.1021767,19.00852162,11430.14453,21966.90061,130554.8033,0,1159.015376,6259.848183,152.0063641,636.3882436,0.000119617,0.000119617,5.70E-06,0.000586693,0.000700614,0.000142401,0,0.000125313,2.85E-05,2.85E-05,0.000159489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228325207
233,Kuala Penyu,2009,malaria,2,1,0.000104133,0,0,19206.2,7.732464931,12,1,1,37,76,25,1,42,31,5,81,475.9021049,19.03528339,19.03867109,5653.932821,7100.772356,17589.91025,47.59528693,2027.576432,11890.67561,66.62650287,1694.300899,0.000257381,2.14E-05,2.14E-05,0.000793592,0.001630081,0.000536211,2.14E-05,0.000900834,0.000664902,0.000107242,0.001737324,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081727587
234,Kudat,2009,malaria,248,29.9,0.002945421,1,0.4,84198.5,8.440120809,50,15,0,145,215,62,8,122,104,13,244,2495.333384,417.5001013,0,7792.368638,12378.35901,77278.88387,161.2459608,3615.127277,20182.1076,892.2892388,5768.664688,0.000375451,0.000112635,0,0.001088808,0.00161444,0.000465559,6.01E-05,0.000916101,0.000780938,9.76E-05,0.001832202,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,2.311678603
235,Kunak,2009,malaria,233,39.3,0.003770654,1,0.4,61793,7.41550701,13,1,117,125,122,35,0,10,22,3,37,1353.139894,28.58949523,6136.893581,13598.43576,9005.320299,74768.96389,0,295.3715491,4163.94052,133.4170662,1324.495656,0.000117319,9.02E-06,0.001055875,0.001128072,0.001100998,0.00031586,0,9.02E-05,0.000198541,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95935297
236,Lahad Datu,2009,malaria,246,12,0.001213161,0,0,202776,7.943929164,40,25,372,370,408,100,0,48,49,13,125,2980.932683,1142.952931,28427.34364,46201.24552,25982.20574,528312.5149,0,1847.952542,14040.81415,923.9154266,2028.934786,6.14E-05,3.84E-05,0.000570649,0.000567581,0.000625874,0.0001534,0,7.36E-05,7.52E-05,1.99E-05,0.00019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952135334
237,Nabawan,2009,malaria,94,33,0.002974062,0,0,31606.6,7.628882568,11,22,11,199,235,36,6,38,0,0,0,257.2057918,1238.259538,190.632914,14862.55127,33812.91768,563803.1828,533.3639558,962.6031054,0,0,0,1.79E-05,3.57E-05,1.79E-05,0.00032323,0.000381704,5.85E-05,9.75E-06,6.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.334157732
238,Papar,2009,malaria,17,1.4,0.000136179,1,5.9,124835.7,6.777887398,48,23,9,105,99,43,0,20,14,30,26,3777.279248,742.1469471,466.3192792,9981.898659,16301.49381,88286.1442,0,780.1830125,1607.883657,1636.347869,380.5755839,0.000386835,0.000185358,7.25E-05,0.000846201,0.000797847,0.00034654,0,0.000161181,0.000112827,0.000241772,0.000209536,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.106878475
239,Penampang,2009,malaria,51,2.6,0.000418088,1,2,121983.8,6.551659339,22,22,0,28,26,6,0,0,3,7,1,789.4034023,836.9723965,0,2035.381906,1074.783812,38553.21679,0,0,47.55495079,2653.503981,57.06459675,0.000477764,0.000477764,0,0.000608063,0.00056463,0.000130299,0,0,6.51E-05,0.000152016,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328131667
240,Pitas,2009,malaria,190,48.6,0.004963609,0,0,38278.6,9.466874102,27,13,0,139,197,50,3,148,62,4,108,721.5744366,930.5026272,0,9144.45275,16191.776,97523.155,132.8729957,7310.318777,22558.12364,132.9537487,3227.995662,0.000171023,8.23E-05,0,0.00088045,0.001247833,0.000316709,1.90E-05,0.000937458,0.000392719,2.53E-05,0.000684091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.895629828
241,Putatan,2009,malaria,0,0,0,0,0,55315.7,6.551659339,11,5,0,6,4,3,0,0,0,2,3,256.8072382,209.2508013,0,494.600054,85.60453321,323.4020434,0,0,0,1217.451365,66.58057841,0.004145161,0.001884164,0,0.002260997,0.001507331,0.001130498,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Ranau,2009,malaria,335,33.4,0.003576553,0,0,93665.6,7.247245156,39,32,6,223,169,45,3,9,1,11,0,1578.671422,2444.020792,190.178811,20209.11501,50603.51401,285443.0657,85.57476092,732.3190382,9.512870671,1160.109005,0,0.000107391,8.81E-05,1.65E-05,0.000614055,0.00046536,0.000123912,8.26E-06,2.48E-05,2.75E-06,3.03E-05,0,5,171.1568359,1.38E-05,1,7,0,1,9.508811166,380.3252855,0,28.52394025,2.75E-06,1.93E-05,0,2.75E-06,3,114.0991437,8.26E-06,2.807015525
243,Sandakan,2009,malaria,40,0.8,9.88E-05,0,0,405042,10.73058414,51,25,191,202,193,101,1,81,59,25,228,1474.334791,1949.877982,13813.72965,21556.17705,10540.2785,110028.8268,57.0441847,3177.071795,56382.0763,2701.379179,4660.826076,0.000225276,0.000110429,0.00084368,0.000892269,0.000852514,0.000446134,4.42E-06,0.000357791,0.000260613,0.000110429,0.001007115,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.077506845
244,Semporna,2009,malaria,107,8.4,0.000789201,0,0,135580.1,7.227354474,39,12,97,134,148,90,0,31,84,3,220,3021.781187,571.9663685,5748.043955,17654.64478,8617.575186,55649.41365,0,743.4602605,17510.17211,257.3803996,7463.416237,0.00033263,0.000102348,0.000827311,0.001142883,0.001262288,0.000767608,0,0.000264398,0.000716434,2.56E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61939537
245,Sipitang,2009,malaria,31,8.8,0.00087936,0,0,35252.9,7.907445955,14,13,11,113,138,21,0,88,38,7,15,771.6717899,323.9965815,390.7280774,7163.816915,12689.57266,248609.3622,0,4392.175074,3962.271017,314.3294688,380.9675733,5.01E-05,4.66E-05,3.94E-05,0.000404688,0.000494221,7.52E-05,0,0.000315155,0.00013609,2.51E-05,5.37E-05,4,200.1054512,1.43E-05,1,0,0,0,9.52485721,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,0.690155529
246,Tambunan,2009,malaria,60,15.4,0.00168555,0,0,35596.7,6.423829079,12,9,2,85,76,18,0,3,0,5,0,1351.102352,989.5293147,38.0525047,6232.271788,12703.85584,120361.3789,0,66.6041619,0,85.63123578,0,8.46E-05,6.34E-05,1.41E-05,0.000599075,0.000535643,0.000126863,0,2.11E-05,0,3.52E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32288362
247,Tawau,2009,malaria,914,24.1,0.002265696,1,0.1,403408,7.22218716,110,93,220,486,466,272,0,48,42,28,239,3708.69616,3708.481454,16110.86167,96911.25504,111635.683,314181.2229,0,1601.714854,39368.40107,3175.212981,6006.814049,0.000184414,0.000155913,0.000368828,0.000814774,0.000781244,0.000456005,0,8.05E-05,7.04E-05,4.69E-05,0.000400681,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,1.778204956
248,Tenom,2009,malaria,38,6.8,0.000681338,0,0,55772.6,7.298414041,12,15,27,125,122,46,0,15,6,6,0,295.2784362,752.3960005,1619.137591,12067.62161,36860.63398,178828.3355,0,628.6442591,209.5128981,238.0624788,0,5.18E-05,6.48E-05,0.000116631,0.000539958,0.000526999,0.000198704,0,6.48E-05,2.59E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534740198
249,Tongod,2009,malaria,0,0,0,0,0,35076.6,7.714632393,23,41,85,476,461,115,6,188,3,2,0,657.0219657,838.1511692,6368.431271,47333.21969,103848.9696,867361.9831,561.9414476,8998.548829,85.6961263,19.04285133,0,2.22E-05,3.96E-05,8.20E-05,0.000459427,0.000444949,0.000110996,5.79E-06,0.000181454,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Tuaran,2009,malaria,41,3.9,0.000396561,0,0,103388.9,7.110040101,51,29,1,107,139,29,0,9,16,51,38,2927.919974,1711.128719,19.02277187,8157.135944,10705.63749,87401.21708,0,218.6165586,5142.507411,1739.732237,551.3327029,0.000429422,0.000244181,8.42E-06,0.000900944,0.001170385,0.000244181,0,7.58E-05,0.000134721,0.000429422,0.000319961,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.311236175
251,Beaufort,2010,malaria,12,0.2,0.000180707,0,0,66406,9.370050269,36,17,11,184,172,111,1,67,45,15,29,2046.588982,1132.823498,475.9737743,28883.43442,40869.35199,75471.18728,38.07865457,5083.743464,13368.15571,418.8961151,457.0503946,0.000213973,0.000101043,6.54E-05,0.001093641,0.001022317,0.000659751,5.94E-06,0.000398228,0.000267467,8.92E-05,0.000172367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219167672
252,Beluran,2010,malaria,151,15.9,0.001416085,1,0.7,106632,8.107477224,83,114,341,610,745,330,37,278,109,21,339,3688.274214,6778.82822,27434.94572,127662.3558,106976.8562,447403.0923,1663.312959,11960.19409,84455.49584,1320.836873,6948.435684,0.000100444,0.000137959,0.000412668,0.000738203,0.000901576,0.000399356,4.48E-05,0.000336427,0.000131908,2.54E-05,0.000410247,2,38.02673567,2.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71748108
253,Keningau,2010,malaria,147,5.87,0.000827074,1,0.7,177735,6.409920213,69,64,38,261,121,151,17,13,0,35,0,2418.442112,11006.02137,6171.309687,58064.81611,115918.2303,117965.6795,2561.397035,419.0417162,0,999.8065701,0,0.000218683,0.000202837,0.000120434,0.000827193,0.000383488,0.000478568,5.39E-05,4.12E-05,0,0.000110926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003106271
254,Kinabatangan,2010,malaria,397,23,0.002640909,0,0,150327,6.015830837,146,26,541,382,497,205,0,169,83,19,213,11185.08162,1066.03469,41322.01444,64233.17232,35922.2463,510932.0829,0,16065.38354,73622.24481,561.5426386,7403.911215,0.000191522,3.41E-05,0.000709682,0.000501106,0.000651963,0.000268918,0,0.000221694,0.000108879,2.49E-05,0.000279413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202993707
255,Kota Belud,2010,malaria,14,1.5,0.000150247,0,0,93180,7.686092694,52,36,1,92,147,39,6,20,23,18,49,8210.16615,2518.151146,19.01776766,16877.54032,14540.71804,86932.99158,104.5524345,703.1371511,2736.347713,532.1803417,883.6137349,0.000385512,0.000266893,7.41E-06,0.00068206,0.001089813,0.000289134,4.45E-05,0.000148274,0.000170515,0.000133446,0.000363271,5,161.5957902,3.71E-05,4,10,1,1,114.0660579,484.9167249,38.03177387,28.52369668,2.97E-05,7.41E-05,7.41E-06,7.41E-06,0,0,0,0.182224975
256,Kota Kinabalu,2010,malaria,204,3.34,0.00044064,0,0,462963,8.662450329,80,44,0,48,43,24,1,1,15,26,43,2082.401091,779.7121238,0,2624.459892,3023.777729,17136.38269,142.5875803,19.0151247,1721.064075,8748.367371,675.0889955,0.002162695,0.001189482,0,0.001297617,0.001162448,0.000648808,2.70E-05,2.70E-05,0.000405505,0.000702876,0.001162448,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.534424615
257,Kota Marudu,2010,malaria,196,23.5,0.002870155,0,0,68289,7.365664121,21,22,1,103,123,25,0,21,5,5,28,2432.112107,959.6029072,19.00852162,11430.14453,22061.90845,130478.7972,0,1130.512918,6259.848183,152.0063641,636.3882436,0.000119617,0.000125313,5.70E-06,0.000586693,0.000700614,0.000142401,0,0.000119617,2.85E-05,2.85E-05,0.000159489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481030972
258,Kuala Penyu,2010,malaria,0,0,0,0,0,19426,9.964152534,12,1,1,37,77,25,1,42,31,5,81,475.9021049,19.03528339,19.03867109,5653.932821,7110.291038,17580.39156,47.59528693,2027.576432,11890.67561,66.62650287,1694.300899,0.000257381,2.14E-05,2.14E-05,0.000793592,0.00165153,0.000536211,2.14E-05,0.000900834,0.000664902,0.000107242,0.001737324,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Kudat,2010,malaria,171,20.1,0.002002248,1,0.6,85404,7.179462667,50,15,0,145,215,62,8,122,104,13,244,2495.333384,417.5001013,0,7792.368638,12387.85457,77269.38832,161.2459608,3615.127277,20182.1076,892.2892388,5768.664688,0.000375451,0.000112635,0,0.001088808,0.00161444,0.000465559,6.01E-05,0.000916101,0.000780938,9.76E-05,0.001832202,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,2.428401361
260,Kunak,2010,malaria,48,7.9,0.000763711,0,0,62851,5.331942378,13,1,116,125,123,36,0,10,22,3,37,1353.139894,28.58949523,6194.072194,13627.02503,9014.850029,74673.66628,0,295.3715491,4163.94052,133.4170662,1324.495656,0.000117319,9.02E-06,0.00104685,0.001128072,0.001110022,0.000324885,0,9.02E-05,0.000198541,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926257238
261,Lahad Datu,2010,malaria,185,8.7,0.00089432,3,1.6,206861,5.550131178,41,28,374,370,408,99,0,46,50,13,125,2961.882722,1238.190214,28503.52672,45277.48846,26277.45845,528788.6409,0,1819.382472,14021.7663,962.0151838,2038.460934,6.29E-05,4.30E-05,0.000573717,0.000567581,0.000625874,0.000151866,0,7.06E-05,7.67E-05,1.99E-05,0.00019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084665128
262,Nabawan,2010,malaria,78,26.8,0.002414188,0,0,32309,9.026655199,11,22,11,199,236,38,6,37,0,0,0,257.2057918,1390.649759,190.632914,14872.07556,33974.87864,563498.3563,533.3639558,943.5541634,0,0,0,1.79E-05,3.57E-05,1.79E-05,0.00032323,0.000383328,6.17E-05,9.75E-06,6.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.928017415
263,Papar,2010,malaria,15,1.1,0.000116792,0,0,128434,8.378194627,48,23,9,106,99,42,0,20,14,32,26,3767.763699,723.1170361,466.3192792,9905.773537,16349.08583,88305.16157,0,780.1830125,1598.370086,1693.438045,371.0601696,0.000386835,0.000185358,7.25E-05,0.00085426,0.000797847,0.00033848,0,0.000161181,0.000112827,0.00025789,0.000209536,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.1416491
264,Penampang,2010,malaria,21,1,0.000166782,0,0,125913,7.853775123,22,24,0,28,26,7,0,0,3,8,1,789.4034023,836.9736759,0,2035.381906,1074.783812,38534.19293,0,0,47.55495079,2672.52656,57.06459675,0.000477764,0.000521197,0,0.000608063,0.00056463,0.000152016,0,0,6.51E-05,0.000173732,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20227923
